source,source_name,path_number,depth_edges,path_symbols,path_names,relationship_chain,cash_flow_chain,confidence
CRDO,Credo Technology,1,5,CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT -> 000660.KS,Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek -> SK hynix,CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools | CAMT → 000660.KS: sells into fabs,CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ALAB pays OSAT or packaging partners | ...,medium
5274.TW,ASPEED Technology,4,5,5274.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,ASPEED Technology -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,5274.TW → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
5274.TW,ASPEED Technology,5,5,5274.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,ASPEED Technology -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,5274.TW → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
ACMR,ACM Research,1,5,ACMR -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,ACM Research -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,ACMR → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
ACMR,ACM Research,2,5,ACMR -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,ACM Research -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,ACMR → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
ACMR,ACM Research,3,5,ACMR -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,ACM Research -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,ACMR → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
ACMR,ACM Research,4,5,ACMR -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,ACM Research -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,ACMR → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
ACMR,ACM Research,5,5,ACMR -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,ACM Research -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,ACMR → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
6857.T,Advantest,1,5,6857.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB,Advantest -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs,6857.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers,fabs/IDMs pay 6857.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6857.T,Advantest,2,5,6857.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> CAMT,Advantest -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Camtek,6857.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,fabs/IDMs pay 6857.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6857.T,Advantest,3,5,6857.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,Advantest -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,6857.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay 6857.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6857.T,Advantest,4,5,6857.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,Advantest -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,6857.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay 6857.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6857.T,Advantest,5,5,6857.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,Advantest -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,6857.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay 6857.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
GFS,GlobalFoundries,1,5,GFS -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS,GlobalFoundries -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries,GFS → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test,GFS capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
GFS,GlobalFoundries,2,5,GFS -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> AMKR,GlobalFoundries -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Amkor Technology,GFS → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → AMKR: uses packaging/test,GFS capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
GFS,GlobalFoundries,3,5,GFS -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> FORM,GlobalFoundries -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> FormFactor,GFS → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → FORM: uses test/metrology indirectly,GFS capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
GFS,GlobalFoundries,4,5,GFS -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> MU,GlobalFoundries -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Micron Technology,GFS → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → MU: uses memory ecosystem,GFS capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
GFS,GlobalFoundries,5,5,GFS -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> ONTO,GlobalFoundries -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Onto Innovation,GFS → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → ONTO: uses test/metrology indirectly,GFS capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
005930.KS,Samsung Electronics,1,5,005930.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> AMKR,Samsung Electronics -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Amkor Technology,005930.KS → 042700.KQ: HBM/package/test ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → AMKR: uses packaging/test,005930.KS or its customers fund HBM/advanced package operations | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
005930.KS,Samsung Electronics,2,5,005930.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> 000660.KS,Samsung Electronics -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> SK hynix,005930.KS → 042700.KQ: HBM/package/test ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → 000660.KS: uses memory ecosystem,005930.KS or its customers fund HBM/advanced package operations | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
005930.KS,Samsung Electronics,3,5,005930.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> FORM,Samsung Electronics -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> FormFactor,005930.KS → 042700.KQ: HBM/package/test ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → FORM: uses test/metrology indirectly,005930.KS or its customers fund HBM/advanced package operations | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
005930.KS,Samsung Electronics,4,5,005930.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> MU,Samsung Electronics -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Micron Technology,005930.KS → 042700.KQ: HBM/package/test ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → MU: uses memory ecosystem,005930.KS or its customers fund HBM/advanced package operations | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
005930.KS,Samsung Electronics,5,5,005930.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> ONTO,Samsung Electronics -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Onto Innovation,005930.KS → 042700.KQ: HBM/package/test ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → ONTO: uses test/metrology indirectly,005930.KS or its customers fund HBM/advanced package operations | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
TSEM,Tower Semiconductor,1,5,TSEM -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS,Tower Semiconductor -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries,TSEM → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test,TSEM capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
TSEM,Tower Semiconductor,2,5,TSEM -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> AMKR,Tower Semiconductor -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Amkor Technology,TSEM → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → AMKR: uses packaging/test,TSEM capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
TSEM,Tower Semiconductor,3,5,TSEM -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> FORM,Tower Semiconductor -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> FormFactor,TSEM → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → FORM: uses test/metrology indirectly,TSEM capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
TSEM,Tower Semiconductor,4,5,TSEM -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> MU,Tower Semiconductor -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Micron Technology,TSEM → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → MU: uses memory ecosystem,TSEM capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
TSEM,Tower Semiconductor,5,5,TSEM -> NVMI -> 000660.KS -> 042700.KQ -> CRDO -> ONTO,Tower Semiconductor -> Nova -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> Onto Innovation,TSEM → NVMI: buys inspection/test/metrology | NVMI → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → ONTO: uses test/metrology indirectly,TSEM capex/opex flows to test and metrology vendors | fabs/IDMs pay NVMI for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | ...,medium
ARM,Arm Holdings,1,5,ARM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> AMKR,Arm Holdings -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Amkor Technology,ARM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → AMKR: uses packaging/test,ARM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
ARM,Arm Holdings,2,5,ARM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> 000660.KS,Arm Holdings -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> SK hynix,ARM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → 000660.KS: uses memory ecosystem,ARM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
ARM,Arm Holdings,3,5,ARM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> FORM,Arm Holdings -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> FormFactor,ARM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → FORM: uses test/metrology indirectly,ARM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
ARM,Arm Holdings,4,5,ARM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> MU,Arm Holdings -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Micron Technology,ARM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → MU: uses memory ecosystem,ARM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
ARM,Arm Holdings,5,5,ARM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> ONTO,Arm Holdings -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Onto Innovation,ARM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → ONTO: uses test/metrology indirectly,ARM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
6488.TWO,GlobalWafers,1,5,6488.TWO -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB,GlobalWafers -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs,6488.TWO → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers,fabs/IDMs pay 6488.TWO for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6488.TWO,GlobalWafers,2,5,6488.TWO -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> CAMT,GlobalWafers -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Camtek,6488.TWO → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,fabs/IDMs pay 6488.TWO for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6488.TWO,GlobalWafers,3,5,6488.TWO -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,GlobalWafers -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,6488.TWO → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay 6488.TWO for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6488.TWO,GlobalWafers,4,5,6488.TWO -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,GlobalWafers -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,6488.TWO → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay 6488.TWO for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
6488.TWO,GlobalWafers,5,5,6488.TWO -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,GlobalWafers -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,6488.TWO → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay 6488.TWO for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
2449.TW,King Yuan Electronics,1,5,2449.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,King Yuan Electronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,2449.TW → CRDO: provides packaging/test capacity to ecosystem | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,CRDO or its supply chain pays King Yuan Electronics for OSAT/packaging/test services; direct amounts usually undisclosed. | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,medium
2449.TW,King Yuan Electronics,2,5,2449.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,King Yuan Electronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,2449.TW → CRDO: provides packaging/test capacity to ecosystem | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,CRDO or its supply chain pays King Yuan Electronics for OSAT/packaging/test services; direct amounts usually undisclosed. | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,medium
2449.TW,King Yuan Electronics,3,5,2449.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,King Yuan Electronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,2449.TW → CRDO: provides packaging/test capacity to ecosystem | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,CRDO or its supply chain pays King Yuan Electronics for OSAT/packaging/test services; direct amounts usually undisclosed. | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,medium
2449.TW,King Yuan Electronics,4,5,2449.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,King Yuan Electronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,2449.TW → CRDO: provides packaging/test capacity to ecosystem | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,CRDO or its supply chain pays King Yuan Electronics for OSAT/packaging/test services; direct amounts usually undisclosed. | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,medium
2449.TW,King Yuan Electronics,5,5,2449.TW -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,King Yuan Electronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,2449.TW → CRDO: provides packaging/test capacity to ecosystem | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,CRDO or its supply chain pays King Yuan Electronics for OSAT/packaging/test services; direct amounts usually undisclosed. | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,medium
NVTS,Navitas Semiconductor,1,5,NVTS -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,Navitas Semiconductor -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,NVTS → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NVTS,Navitas Semiconductor,2,5,NVTS -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,Navitas Semiconductor -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,NVTS → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NVTS,Navitas Semiconductor,3,5,NVTS -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,Navitas Semiconductor -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,NVTS → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
