rank_revised,rank_prior,rank_change_vs_prior,bucket,company,ticker,listing,domicile,region,layer,thesis_key,summary,tier,residual_alpha_score,residual_upside_score,residual_upside_label,crowding_penalty_score,bottleneck_closeness_score,focus_bonus_score,ai_n,bottleneck_n,centrality_n,hidden_n,catalyst_n,alpha_revision_note,trace,evidence_grade,tags,latest_price,latest_currency,market_cap_usd_b,ytd_return_pct,market_data_as_of,market_data_source,base_residual_alpha_score,price_rerating_penalty_score,ai2027_price_adjusted_score,ai2027_trend_bonus_score,ai2027_trend_tags,ai2027_trend_note
38,37,-1,Crowded / rerated benchmark,Murata Manufacturing,6981,TSE: 6981,Japan,Non-US,Passives,"MLCCs, inductors and filters for AI server power networks","MLCCs, inductors and filters for AI server power networks; bottleneck, direct-AI, 2026-catalyst, central-node.",Tier C,19.2,1,already rerated,5,5,5.0,1.0,1.0,0.8,0.4,0.8,"On a crowding-sensitive alpha list, an +11.3% single-day pop on zero new fundamentals erases the improved entry asymmetry that briefly existed after the June 5-8 selloff; the whipsaw itself is evidence of crowded, flow-dominated ownership at +191% YTD.",1.0,A,"bottleneck, direct-AI, 2026-catalyst, central-node",9692.0,JPY,98.31,191.05,2026-06-09,https://finance.yahoo.com/quote/6981.T/,30.0,7.1,22.9,-3.7,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus -3.7 after cap/YTD discipline."
39,38,-1,Monitor / benchmark,Renesas Electronics,6723,TSE: 6723,Japan,Non-US,Embedded / power,Power and embedded control leverage,"Power and embedded control leverage; tight-supply, AI-adjacent, central-node.",Tier D,16.1,2,partially rerated,4,2,0.0,0.8,0.8,0.8,0.6,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"tight-supply, AI-adjacent, central-node",4395.0,JPY,46.56,97.53,2026-06-09,https://finance.yahoo.com/quote/6723.T/,18.3,1.5,16.8,-0.7,power_grid,AI 2027/current overlay: power_grid; bonus -0.7 after cap/YTD discipline.
40,40,0,Monitor / benchmark,TE Connectivity,TEL,NYSE/SWX: TEL,Switzerland,Non-US,Connectivity,High-reliability connectors and sensing,"High-reliability connectors and sensing; AI-adjacent, central-node.",Tier D,15.3,2,partially rerated,4,3,0.0,0.8,0.6,0.8,0.4,0.6,"Balanced AI supply-chain exposure, but not as mispriced as the top residual-alpha names.",0.4,C+,"AI-adjacent, central-node",210.91,USD,61.56,-9.57,2026-06-09,https://finance.yahoo.com/quote/TEL/,15.7,0.0,15.7,-0.4,,AI 2027/current overlay: no direct factor; bonus -0.4 after cap/YTD discipline.
41,39,-2,Crowded / rerated benchmark,Flex,FLEX,NASDAQ: FLEX,Singapore,Non-US,Power / manufacturing,800V rack power for NVIDIA Rubin AI infrastructure,"800V rack power for NVIDIA Rubin AI infrastructure; bottleneck, direct-AI, near-term-catalyst, central-node.",Tier C,14.6,1,already rerated,5,3,3.5,1.0,1.0,0.8,0.6,1.0,"Genuinely new since yesterday's down-call: confirmed S&P 500 inclusion (effective Jun 22) is the terminal recognition event for an alpha list - passive/index ownership becomes mandatory, ending any residual under-owned character on top of a 128% YTD rerating. Today's -3.5% is post-announcement diges",0.7,A-,"bottleneck, direct-AI, near-term-catalyst, central-node",147.21,USD,53.93,131.17,2026-06-09,https://finance.yahoo.com/quote/FLEX/,22.0,3.7,18.3,-3.7,power_grid,AI 2027/current overlay: power_grid; bonus -3.7 after cap/YTD discipline.
42,41,-1,Crowded / rerated benchmark,Yageo,2327,TWSE: 2327,Taiwan,Non-US,Passives,"Resistors, current sense, MLCC and KO-CAP exposure","Resistors, current sense, MLCC and KO-CAP exposure; bottleneck, direct-AI, underfollowed, 2026-catalyst, central-node.",Tier C,9.8,1,already rerated,5,5,5.0,1.0,1.0,0.8,0.8,0.8,"On a crowding-sensitive alpha list, today is the textbook anti-alpha setup: limit-up out of disposition with 10k lots queued, a Citi target tripled to 1,500, and a 243% YTD run making it the 7th-largest TWSE stock. The May revenue beat is real, but it is now fully consensus and over-owned, compressi",1.0,A,"bottleneck, direct-AI, underfollowed, 2026-catalyst, central-node",826.0,TWD,50.19,242.74,2026-06-09,https://finance.yahoo.com/quote/2327.TW/,32.6,9.6,23.0,-13.2,,AI 2027/current overlay: no direct factor; bonus -13.2 after cap/YTD discipline.
43,43,0,Monitor / benchmark,Compeq Manufacturing,2313,TWSE: 2313,Taiwan,Non-US,PCB,AI server and networking PCB leverage,"AI server and networking PCB leverage; tight-supply, underfollowed, central-node.",Tier D,7.8,1,already rerated,5,3,3.5,0.6,0.8,0.8,0.8,0.6,"On a residual-alpha lens, a near limit-up +9.5% day driven by a satellite-news narrative and momentum flows - on top of +192% YTD and a price that has already consumed the freshly raised 285 median analyst target - compresses what little hidden upside remained. Yesterday's verdict was already down; ",0.5,B,"tight-supply, underfollowed, central-node",276.0,TWD,9.52,191.75,2026-06-09,https://finance.yahoo.com/quote/2313.TW/,12.4,7.1,5.3,2.5,"compute_factory,packaging_memory_test,power_grid","AI 2027/current overlay: compute_factory,packaging_memory_test,power_grid; bonus +2.5 after cap/YTD discipline."
44,44,0,Crowded / rerated benchmark,Celestica,CLS,TSX/NYSE: CLS,Canada,Non-US,Networking / integration,Helios rack-scale AI and 1.6T switch exposure,"Helios rack-scale AI and 1.6T switch exposure; tight-supply, direct-AI, near-term-catalyst, central-node.",Tier D,6.1,1,already rerated,5,2,0.0,1.0,0.8,0.8,0.6,1.0,"This page parked CLS at 94 specifically for post-rerating crowding; a flow-driven ~24% drawdown off the June 2 peak with the Helios/1.6T thesis intact restores some residual alpha and asymmetry, warranting a modest move up from the bottom of the list.",0.7,A-,"tight-supply, direct-AI, near-term-catalyst, central-node",371.86,USD,42.74,22.97,2026-06-09,https://finance.yahoo.com/quote/CLS/,3.3,0.0,3.3,2.8,compute_factory,AI 2027/current overlay: compute_factory; bonus +2.8 after cap/YTD discipline.
45,42,-3,Monitor / benchmark,Ibiden,4062,TSE: 4062,Japan,Non-US,Substrates / packaging,High-end package substrate leverage,"High-end package substrate leverage; tight-supply, AI-adjacent, 2026-catalyst, central-node.",Tier D,5.6,1,already rerated,5,3,3.5,0.8,0.8,0.8,0.6,0.8,"On a crowding-sensitive residual-alpha list, a +9% single-day melt-up with no identifiable new fundamental evidence, stacked on +160% YTD and a $32B cap, further compresses what little hidden/under-owned upside remained; this is new price action beyond yesterday's down call.",0.5,B,"tight-supply, AI-adjacent, 2026-catalyst, central-node",18595.0,JPY,32.48,159.78,2026-06-09,https://finance.yahoo.com/quote/4062.T/,14.3,5.5,8.8,-3.2,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus -3.2 after cap/YTD discipline."
46,45,-1,Monitor / benchmark,Siemens Energy,ENR,XETRA: ENR,Germany,Non-US,Power generation / grid,Utility and power bottleneck exposure,"Utility and power bottleneck exposure; bottleneck, AI-adjacent, central-node.",Tier D,4.2,1,already rerated,5,2,0.0,0.8,1.0,0.8,0.6,0.6,"On this crowding-sensitive alpha list, a -5.9% flow-driven drop (Siemens AG block-sale overhang, activist noise, profit-taking) against freshly raised guidance and record AI-driven grid orders improves residual asymmetry; rank 97 in the monitor bucket now overstates the crowding discount.",0.4,C+,"bottleneck, AI-adjacent, central-node",148.3,EUR,156.58,20.77,2026-06-09,https://finance.yahoo.com/quote/ENR.DE/,1.2,0.0,1.2,3.0,power_grid,AI 2027/current overlay: power_grid; bonus +3.0 after cap/YTD discipline.
47,48,1,Monitor / benchmark,Zhen Ding Technology,4958,TWSE: 4958,Taiwan,Non-US,PCB / interconnect,Advanced PCB/interconnect leverage,"Advanced PCB/interconnect leverage; tight-supply, AI-adjacent, underfollowed, 2026-catalyst, central-node.",Tier D,0.0,1,already rerated,5,3,3.5,0.8,0.8,0.8,0.8,0.8,"On a residual-alpha lens, another +6.45% pop to +287.9% YTD on already-public May revenue news and a minor NT$1.05B equipment buy is rerating chase, not new mispricing; the crowding penalty yesterday's verdict flagged got worse, not better.",0.5,B,"tight-supply, AI-adjacent, underfollowed, 2026-catalyst, central-node",545.0,TWD,17.52,287.9,2026-06-09,https://finance.yahoo.com/quote/4958.TW/,17.1,11.9,5.2,-11.5,"compute_factory,packaging_memory_test","AI 2027/current overlay: compute_factory,packaging_memory_test; bonus -11.5 after cap/YTD discipline."
48,47,-1,Monitor / benchmark,Samwha Capacitor,001820,KRX: 001820,South Korea,Non-US,Passives,MLCC and passive exposure,"MLCC and passive exposure; tight-supply, AI-adjacent, underfollowed, central-node.",Tier C,0.0,1,already rerated,5,5,5.0,0.8,0.8,0.8,0.8,0.6,"Balanced AI supply-chain exposure, but not as mispriced as the top residual-alpha names.",1.0,A,"tight-supply, AI-adjacent, underfollowed, central-node",118500.0,KRW,0.78,293.03,2026-06-09,https://finance.yahoo.com/quote/001820.KS/,27.1,12.2,14.9,-19.0,,AI 2027/current overlay: no direct factor; bonus -19.0 after cap/YTD discipline.
49,49,0,Monitor / benchmark,Unimicron,3037,TWSE: 3037,Taiwan,Non-US,PCB / substrates,High-layer boards and substrate exposure,"High-layer boards and substrate exposure; tight-supply, AI-adjacent, underfollowed, 2026-catalyst, central-node.",Tier D,0.0,1,already rerated,5,3,3.5,0.8,0.8,0.8,0.8,0.8,"On a crowding-sensitive residual-alpha list, another +6.4% flow-driven pop with zero new fundamental evidence on top of +342% YTD further erodes the hidden/under-owned premise; the stock now trades at ~2x Morgan Stanley's bullish NT$500 target, so the rerating has outrun even the bull-case sell side",0.5,B,"tight-supply, AI-adjacent, underfollowed, 2026-catalyst, central-node",969.0,TWD,48.34,342.47,2026-06-09,https://finance.yahoo.com/quote/3037.TW/,17.0,14.6,2.4,-16.7,packaging_memory_test,AI 2027/current overlay: packaging_memory_test; bonus -16.7 after cap/YTD discipline.
50,46,-4,Crowded / rerated benchmark,TAIYO YUDEN,6976,TSE: 6976,Japan,Non-US,Passives,Inductor and MLCC leverage with rising AI server density,"Inductor and MLCC leverage with rising AI server density; bottleneck, AI-adjacent, 2026-catalyst, central-node.",Tier C,0.0,1,already rerated,5,5,5.0,0.8,1.0,0.8,0.6,0.8,"On a crowding-sensitive alpha list, a +20% single-day spike with no identifiable new fundamental news - on top of +389% YTD and a price now ~2.5x above freshly hiked sell-side targets - is a textbook post-rerating chase; residual alpha shrinks further even though the bottleneck thesis is intact.",1.0,A,"bottleneck, AI-adjacent, 2026-catalyst, central-node",17975.0,JPY,13.94,389.38,2026-06-09,https://finance.yahoo.com/quote/6976.T/,28.9,17.0,11.9,-16.0,compute_factory,AI 2027/current overlay: compute_factory; bonus -16.0 after cap/YTD discipline.
51,50,-1,Crowded / rerated benchmark,Samsung Electro-Mechanics,009150,KRX: 009150,South Korea,Non-US,Passives,High-capacitance MLCC for AI server power modules,"High-capacitance MLCC for AI server power modules; bottleneck, direct-AI, 2026-catalyst, central-node.",Tier C,0.0,1,already rerated,5,5,5.0,1.0,1.0,0.8,0.6,0.8,"On a crowding-sensitive alpha page, today's +18.4% pop was triggered by a sell-side target hike (iM Securities to KRW 2.3M), not new fundamental evidence - a textbook post-rerating chase signal on top of +630% YTD that further erodes residual alpha. Yesterday's 'down' verdict is reinforced, not mere",1.0,A,"bottleneck, direct-AI, 2026-catalyst, central-node",1970000.0,KRW,85.75,629.63,2026-06-09,https://finance.yahoo.com/quote/009150.KS/,31.3,29.0,2.3,-11.7,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus -11.7 after cap/YTD discipline."
