relationship_source_id,relationship_target_id,relationship_source_ticker,relationship_target_ticker,relationship_source_name,relationship_target_name,relationship_type,relationship_item,relationship_cash_flow,relationship_cash_flow_status,relationship_revenue_stream_direction,relationship_evidence,relationship_disclosure,relationship_disclosure_caveat,relationship_source_ref,relationship_source_ids,relationship_source_titles,relationship_source_urls,relationship_source_notes,relationship_strength,relationship_strength_label,relationship_reasoning,source_company_direct_connection_count,source_company_depth5_reachable_count_excluding_self,target_company_direct_connection_count,target_company_depth5_reachable_count_excluding_self,generated_from_report_date,method_note
6857_T,ALAB,6857.T,ALAB,Advantest,Astera Labs,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6857.T -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Advantest -> Astera Labs: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6857.T -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/retimers/AEC' has alpha 73/100 and CPO exposure 4/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,TSM,6857.T,TSM / 2330.TW,Advantest,TSMC,uses / buys from / depends on,wafer fabrication / process platform,"6857.T -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> TSMC: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: 6857.T -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,KLIC,6857.T,KLIC,Advantest,Kulicke and Soffa,uses / buys from / depends on,"assembly, advanced packaging and final test","6857.T -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> Kulicke and Soffa: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: 6857.T -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Packaging equipment' has alpha 46/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,AIXA_DE,6857.T,AIXA.DE,Advantest,Aixtron,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","6857.T -> AIXA.DE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> Aixtron: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: 6857.T -> AIXA.DE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Equipment' has alpha 76/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,MXL,6857.T,MXL,Advantest,MaxLinear,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6857.T -> MXL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Advantest -> MaxLinear: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6857.T -> MXL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/analog' has alpha 72/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,SMTC,6857.T,SMTC,Advantest,Semtech,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6857.T -> SMTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Advantest -> Semtech: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6857.T -> SMTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Signal integrity/optical IC' has alpha 78/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,TPRO_MI,6857.T,TPRO.MI,Advantest,Technoprobe,uses / buys from / depends on,"assembly, advanced packaging and final test","6857.T -> TPRO.MI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> Technoprobe: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: 6857.T -> TPRO.MI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Test/probe' has alpha 71/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,AMKR,6857.T,AMKR,Advantest,Amkor Technology,uses / buys from / depends on,"assembly, advanced packaging and final test","6857.T -> AMKR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> Amkor Technology: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: 6857.T -> AMKR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'OSAT/Packaging' has alpha 65/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6857_T,TSEM,6857.T,TSEM,Advantest,Tower Semiconductor,uses / buys from / depends on,wafer fabrication / process platform,"6857.T -> TSEM: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Advantest -> Tower Semiconductor: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: 6857.T -> TSEM: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 60/100 and CPO exposure 3/5. Source role 'Test equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,POET,ARM,POET,Arm Holdings,POET Technologies,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","ARM -> POET: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> POET Technologies: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: ARM -> POET: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/optical engines' has alpha 66/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,CRDO,ARM,CRDO,Arm Holdings,Credo Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","ARM -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> Credo Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: ARM -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/SerDes/AEC' has alpha 75/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,LITE,ARM,LITE,Arm Holdings,Lumentum,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","ARM -> LITE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> Lumentum: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: ARM -> LITE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/optical components' has alpha 77/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,COHR,ARM,COHR,Arm Holdings,Coherent,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","ARM -> COHR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> Coherent: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: ARM -> COHR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/optical components' has alpha 76/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,MRVL,ARM,MRVL,Arm Holdings,Marvell Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","ARM -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> Marvell Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: ARM -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Optical DSP/custom silicon' has alpha 63/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,AVGO,ARM,AVGO,Arm Holdings,Broadcom,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","ARM -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> Broadcom: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: ARM -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Switch ASIC/networking' has alpha 54/100 and CPO exposure 5/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,SOI_PA,ARM,SOI.PA,Arm Holdings,Soitec,uses / buys from / depends on,"substrates, wafers, photomasks or specialty materials","ARM -> SOI.PA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'substrates, wafers, photomasks or specialty materials', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Arm Holdings -> Soitec: uses / buys from / depends on for substrates, wafers, photomasks or specialty materials. Cash-flow read: ARM -> SOI.PA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Materials/substrates' has alpha 78/100 and CPO exposure 4/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ARM,2301_TW,ARM,2301.TW,Arm Holdings,LITEON Technology,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","ARM -> 2301.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Arm Holdings -> LITEON Technology: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: ARM -> 2301.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Optoelectronic modules' has alpha 45/100 and CPO exposure 4/5. Source role 'EDA/IP' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
