company_id,ticker,name,region,country,role,segment,market_cap_b_usd,cpo_exposure_1_to_5,alpha_score,alpha_rank,valuation_tag,alpha_optionality_b_usd,alpha_optional_pct_of_market_cap,alpha_rank_key_json,role_color,alpha_reasoning,company_thesis,company_risk,direct_connection_count,specific_public_count,public_ecosystem_count,public_value_chain_count,inferred_adjacency_count,depth5_reachable_company_count_excluding_self,depth5_top_reachable_alpha_tickers,top_5_direct_relationships,direct_source_refs,direct_source_ids,direct_source_urls,generated_from_report_date,method_note
6920_T,6920.T,Lasertec,Non-US,Japan,Metrology/inspection,Mask inspection/metrology,25,2,64,28,mid,2.86,11.44,"[-64,25]",#475569,"Alpha 64/100, rank #28: indirect CPO exposure (2/5) in role 'Metrology/inspection', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $2.86B; optionality equals about 11.44% of market cap. Thesis: Mask/yield control for advanced lithography, indirect but scarce. Risk: Semicap spending volatility","Mask/yield control for advanced lithography, indirect but scarce.",Semicap spending volatility,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
GFS,GFS,GlobalFoundries,US,United States,Foundry,"Specialty foundry, RF, photonics-adjacent manufacturing",36,3,64,29,mid,4.0,11.11,"[-64,36]",#16a34a,"Alpha 64/100, rank #29: indirect CPO exposure (3/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $4.00B; optionality equals about 11.11% of market cap. Thesis: Specialty foundry and silicon photonics-adjacent processes can benefit as optical engines scale. Risk: Utilization and foundry cycle",Specialty foundry and silicon photonics-adjacent processes can benefit as optical engines scale.,Utilization and foundry cycle,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
MRVL,MRVL,Marvell Technology,US,United States,Optical DSP/custom silicon,"Custom ASICs, PAM4/coherent DSPs, retimers, silicon photonics light engines",144,5,63,30,large,9.72,6.75,"[-63,144]",#7c3aed,"Alpha 63/100, rank #30: direct CPO exposure (5/5) in role 'Optical DSP/custom silicon', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $9.72B; optionality equals about 6.75% of market cap. Thesis: One of the most direct semiconductor bridges between custom AI silicon, optical DSPs, CPO and AEC/AOC. Risk: Large AI/custom-silicon expectations already embedded","One of the most direct semiconductor bridges between custom AI silicon, optical DSPs, CPO and AEC/AOC.",Large AI/custom-silicon expectations already embedded,20,0,1,9,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"TSM / 2330.TW for custom AI ASIC and silicon photonics manufacturing [Public value-chain, strength 0.8]; LITE for optical circuit switch and silicon photonics ecosystem [Public ecosystem, strength 0.65]; SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Marvell 2026 ecosystem; Marvell CPO/custom XPU 2025; Role-based semiconductor value-chain map,S08; S07; S11; S12; S13,https://www.marvell.com/company/newsroom/marvell-demonstrates-silicon-photonics-light-engine-for-low-power-rack-scale-interconnect-in-ai-networks.html; https://jp.marvell.com/company/newsroom/marvell-co-packaged-optics-architecture-custom-ai-accelerators.html; https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
IPGP,IPGP,IPG Photonics,US,United States,Photonics/lasers,Fiber lasers and photonics,5.2,2,62,31,mid,0.74,14.23,"[-62,5.2]",#be123c,"Alpha 62/100, rank #31: indirect CPO exposure (2/5) in role 'Photonics/lasers', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $0.74B; optionality equals about 14.23% of market cap. Thesis: Photonics expertise, but CPO data-center revenue path less direct than COHR/LITE/MTSI. Risk: Industrial laser cycle","Photonics expertise, but CPO data-center revenue path less direct than COHR/LITE/MTSI.",Industrial laser cycle,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
6857_T,6857.T,Advantest,Non-US,Japan,Test equipment,Semiconductor ATE for logic/memory,127,2,62,32,large,5.78,4.55,"[-62,127]",#475569,"Alpha 62/100, rank #32: indirect CPO exposure (2/5) in role 'Test equipment', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $5.78B; optionality equals about 4.55% of market cap. Thesis: AI chip and HBM test leader; CPO is secondary via optical/advanced package test expansion. Risk: ATE cycle and high AI expectations",AI chip and HBM test leader; CPO is secondary via optical/advanced package test expansion.,ATE cycle and high AI expectations,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
RMBS,RMBS,Rambus,US,United States,Memory interface/IP,DDR/HBM interface chips and IP,12,2,61,33,mid,1.61,13.42,"[-61,12]",#9333ea,"Alpha 61/100, rank #33: indirect CPO exposure (2/5) in role 'Memory interface/IP', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.61B; optionality equals about 13.42% of market cap. Thesis: HBM and memory-interface leverage into AI clusters, indirect CPO benefit. Risk: IP/product mix and memory cycle","HBM and memory-interface leverage into AI clusters, indirect CPO benefit.",IP/product mix and memory cycle,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
TSM,TSM / 2330.TW,TSMC,Non-US,Taiwan,Foundry,"Advanced logic foundry, CoWoS/SoIC, silicon photonics",1984,4,61,34,mega,70.63,3.56,"[-61,1984]",#16a34a,"Alpha 61/100, rank #34: direct CPO exposure (4/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $70.63B; optionality equals about 3.56% of market cap. Thesis: Central manufacturing node for AI silicon and silicon photonics, but a global consensus holding. Risk: Geopolitical and capex concentration","Central manufacturing node for AI silicon and silicon photonics, but a global consensus holding.",Geopolitical and capex concentration,20,0,0,9,11,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
SITM,SITM,SiTime,US,United States,Timing,"MEMS timing, oscillators, datacenter timing",15,2,60,35,mid,1.75,11.67,"[-60,15]",#64748b,"Alpha 60/100, rank #35: indirect CPO exposure (2/5) in role 'Timing', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.75B; optionality equals about 11.67% of market cap. Thesis: Timing matters for AI/optical links; smaller but still indirect. Risk: High multiple; timing cycle",Timing matters for AI/optical links; smaller but still indirect.,High multiple; timing cycle,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
TSEM,TSEM,Tower Semiconductor,Non-US,Israel,Foundry,"Analog/RF/specialty foundry, SiPho-adjacent",25,3,60,36,mid,2.63,10.52,"[-60,25]",#16a34a,"Alpha 60/100, rank #36: indirect CPO exposure (3/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $2.63B; optionality equals about 10.52% of market cap. Thesis: Specialty foundry processes can host photonics/RF/analog blocks for optical modules. Risk: Specialty foundry cycle",Specialty foundry processes can host photonics/RF/analog blocks for optical modules.,Specialty foundry cycle,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ASML,ASML,ASML Holding,Non-US,Netherlands,Equipment,EUV/DUV lithography systems,552,2,60,37,mega,13.87,2.51,"[-60,552]",#64748b,"Alpha 60/100, rank #37: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $13.87B; optionality equals about 2.51% of market cap. Thesis: Irreplaceable lithography choke point; CPO is indirect via advanced nodes and packaging flows. Risk: China restrictions and capex cycle",Irreplaceable lithography choke point; CPO is indirect via advanced nodes and packaging flows.,China restrictions and capex cycle,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
7735_T,7735.T,SCREEN Holdings,Non-US,Japan,Equipment,Wafer cleaning and process tools,12.5,2,59,38,mid,1.47,11.76,"[-59,12.5]",#64748b,"Alpha 59/100, rank #38: indirect CPO exposure (2/5) in role 'Equipment', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.47B; optionality equals about 11.76% of market cap. Thesis: Cleaning/process complexity beneficiary; indirect CPO. Risk: Capex cycle",Cleaning/process complexity beneficiary; indirect CPO.,Capex cycle,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
LSCC,LSCC,Lattice Semiconductor,US,United States,FPGA/edge control,Low-power FPGAs and control-plane logic,17,1,59,39,mid,1.45,8.53,"[-59,17]",#64748b,"Alpha 59/100, rank #39: low-directness CPO exposure (1/5) in role 'FPGA/edge control', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.45B; optionality equals about 8.53% of market cap. Thesis: Control-plane and edge inference optionality; not directly CPO. Risk: Industrial/consumer recovery",Control-plane and edge inference optionality; not directly CPO.,Industrial/consumer recovery,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
NVTS,NVTS,Navitas Semiconductor,US,United States,Power/compound semis,GaN/SiC power ICs,4.0,1,58,40,micro/small,0.36,9.0,"[-58,4.0]",#dc2626,"Alpha 58/100, rank #40: low-directness CPO exposure (1/5) in role 'Power/compound semis', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.36B; optionality equals about 9.0% of market cap. Thesis: AI data-center power density optionality, but not optical/cable layer. Risk: Early-stage power adoption and dilution","AI data-center power density optionality, but not optical/cable layer.",Early-stage power adoption and dilution,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
3436_T,3436.T,SUMCO,Non-US,Japan,Materials,Silicon wafers,5.6,2,58,41,mid,0.61,10.89,"[-58,5.6]",#059669,"Alpha 58/100, rank #41: indirect CPO exposure (2/5) in role 'Materials', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $0.61B; optionality equals about 10.89% of market cap. Thesis: Wafer materials exposure; indirect and cyclical. Risk: Wafer pricing and utilization",Wafer materials exposure; indirect and cyclical.,Wafer pricing and utilization,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ACMR,ACMR,ACM Research,US,United States,Equipment,Wet processing and cleaning equipment,3.4,2,57,42,micro/small,0.34,10.0,"[-57,3.4]",#64748b,"Alpha 57/100, rank #42: indirect CPO exposure (2/5) in role 'Equipment', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.34B; optionality equals about 10.0% of market cap. Thesis: Small-cap equipment exposure to foundry/process complexity; high geopolitical risk. Risk: China exposure and policy risk",Small-cap equipment exposure to foundry/process complexity; high geopolitical risk.,China exposure and policy risk,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
000660_KS,000660.KS,SK Hynix,Non-US,South Korea,Memory,"HBM, DRAM, NAND",586,2,57,43,mega,11.78,2.01,"[-57,586]",#f59e0b,"Alpha 57/100, rank #43: indirect CPO exposure (2/5) in role 'Memory', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $11.78B; optionality equals about 2.01% of market cap. Thesis: HBM is a gating item for AI clusters; CPO tailwind is indirect but strong cluster-scale AI proxy. Risk: HBM competition and memory cycle",HBM is a gating item for AI clusters; CPO tailwind is indirect but strong cluster-scale AI proxy.,HBM competition and memory cycle,20,0,0,12,8,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
UMC,UMC / 2303.TW,United Microelectronics,Non-US,Taiwan,Foundry,Mature-node foundry,31,2,56,44,mid,1.85,5.97,"[-56,31]",#16a34a,"Alpha 56/100, rank #44: indirect CPO exposure (2/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $1.85B; optionality equals about 5.97% of market cap. Thesis: Specialty/mature process capacity; limited direct CPO but value-oriented. Risk: Mature-node pricing",Specialty/mature process capacity; limited direct CPO but value-oriented.,Mature-node pricing,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
