company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
COHR,Coherent,ENA.V,Enablence Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,6488.TWO,GlobalWafers,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,2301.TW,Lite-On Technology,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,LITE,Lumentum,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,MTSI,MACOM Technology Solutions,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,POET,POET Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,SMTC,Semtech,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,SIVE.ST,Sivers Semiconductors,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,SOI.PA,Soitec,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,3105.TWO,WIN Semiconductors,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,300308.SZ,Zhongji Innolight,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,ASX,ASE Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,AMKR,Amkor Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Ayar Labs,Ayar Labs,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Corning,Corning,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Fabrinet,Fabrinet,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Foxconn,Foxconn,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,GFS,GlobalFoundries,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,LuxshareTech / Luxshare Precision,LuxshareTech / Luxshare Precision,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,O-Net Communications,O-Net Communications,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Senko Advanced Components,Senko Advanced Components,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,TSM,Taiwan Semiconductor Manufacturing,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,TSEM,Tower Semiconductor,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,AVGO,Broadcom,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,MRVL,Marvell Technology,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,NVDA,NVIDIA,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Amazon AWS,Amazon AWS,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Google Cloud,Google Cloud,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Meta AI,Meta AI,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHR,Coherent,Microsoft Azure,Microsoft Azure,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,GFS,GlobalFoundries,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,6488.TWO,GlobalWafers,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,1347.HK,Hua Hong Semiconductor,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,INTC,Intel,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,MU,Micron Technology,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,000660.KS,SK hynix,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,0981.HK,SMIC,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,005930.KS,Samsung Electronics,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,SKYT,SkyWater Technology,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,TSM,Taiwan Semiconductor Manufacturing,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,TSEM,Tower Semiconductor,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,UMC,United Microelectronics,fab/IDM/OSAT customer,Fab capex customer,1,tools/subsystems/metrology/test for wafer-fab or packaging capacity,"Equipment sales, service/spares, upgrades and utilization-sensitive cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ACMR,ACM Research,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ASM.AS,ASM International,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ASML,ASML Holding,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,6857.T,Advantest,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,AIXA.F,Aixtron,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,AMAT,Applied Materials,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ACLS,Axcelis Technologies,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,BESI.AS,BE Semiconductor Industries,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,CAMT,Camtek,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,DISCO,DISCO,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,FORM,FormFactor,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ICHR,Ichor Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,KLAC,KLA,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,LRCX,Lam Research,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,NVMI,Nova,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,ONTO,Onto Innovation,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,7735.T,SCREEN Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,TPRO.MI,Technoprobe,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,8035.T,Tokyo Electron,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,UCTT,Ultra Clean Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,VECO,Veeco Instruments,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,AMD,Advanced Micro Devices,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,AVGO,Broadcom,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,MRVL,Marvell Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,MU,Micron Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,NVDA,NVIDIA,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
COHU,Cohu,000660.KS,SK hynix,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AXTI,AXT,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AAOI,Applied Optoelectronics,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ARM,Arm Holdings,IP ecosystem,IP,1,CPU subsystem/IP in SoCs and custom silicon,Royalty/license economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ALAB,Astera Labs,retimer/connectivity adjacency,AI interconnect,1,connectivity inside AI servers and racks,Component attach revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ALAB,Astera Labs,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,COHR,Coherent,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,CRDO,Credo Technology,SerDes/DSP/AEC adjacency,AI interconnect,1,high-speed links around AI clusters,Connectivity content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ENA.V,Enablence Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,6488.TWO,GlobalWafers,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,2301.TW,Lite-On Technology,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,LITE,Lumentum,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,MTSI,MACOM Technology Solutions,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,POET,POET Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,SMTC,Semtech,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,SIVE.ST,Sivers Semiconductors,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,SOI.PA,Soitec,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,SNPS,Synopsys,EDA/IP dependency,EDA/IP,1,"chip design, verification and IP blocks",Software subscription/IP license cost,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,TSM,Taiwan Semiconductor Manufacturing,foundry wafer supply,Foundry,1,advanced logic wafers for AI/data-center chips,Wafer purchases; foundry ASP/yield and design-win volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,3105.TWO,WIN Semiconductors,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,300308.SZ,Zhongji Innolight,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ASX,ASE Technology,advanced packaging/test,OSAT,2,"chip assembly, test and high-end packaging flows",OSAT fees and utilization,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ASX,ASE Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,6857.T,Advantest,ATE test,Test,2,ATE for high-speed devices,Test equipment capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AMKR,Amkor Technology,advanced packaging/test,OSAT,2,assembly/test capacity for custom silicon,Packaging/test revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AMKR,Amkor Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Ayar Labs,Ayar Labs,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,COHR,Coherent,optical component ecosystem,Photonics,2,lasers/transceivers for cluster networking,Optical component revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Corning,Corning,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Fabrinet,Fabrinet,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,FORM,FormFactor,probe cards,Test,2,wafer probe for high-end chips,Probe-card purchases,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Foxconn,Foxconn,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,GFS,GlobalFoundries,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,LITE,Lumentum,external light-source ecosystem,Photonics,2,CPO/ELS light sources for future switch fabrics,Laser module revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,LuxshareTech / Luxshare Precision,LuxshareTech / Luxshare Precision,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
